Title,Authors,Publication Date,Journal,Citation Info,Content Type,Article URL,PDF URL,DOI,Page Number,Search Topic
"Course of frailty stratified by physical and mental multimorbidity patterns: a 5-year follow-up of 92,640 participants of the LifeLines cohort study","R. C. Oude Voshaar, H. W. Jeuring, M. K. Borges, R. H. S. van den Brink, R. M. Marijnissen, E. O. Hoogendijk, B. van Munster and I. Aprahamian",8 February 2021,BMC Medicine,2021 19:29,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-021-01904-x,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-021-01904-x.pdf,10.1186/s12916-021-01904-x,2,mental health
Processes of consent in research for adults with impaired mental capacity nearing the end of life: systematic review and transparent expert consultation (MORECare_Capacity statement),"C. J. Evans, E. Yorganci, P. Lewis, J. Koffman, K. Stone, I. Tunnard, B. Wee, W. Bernal, M. Hotopf and I. J. Higginson",22 July 2020,BMC Medicine,2020 18:221,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01654-2,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01654-2.pdf,10.1186/s12916-020-01654-2,2,mental health
Public beliefs about treatment and outcome of mental disorders: a comparison of Australia and Japan,"Anthony F Jorm, Yoshibumi Nakane, Helen Christensen, Kumiko Yoshioka, Kathleen M Griffiths and Yuji Wata",9 July 2005,BMC Medicine,2005 3:12,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-3-12,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-3-12.pdf,10.1186/1741-7015-3-12,2,mental health
Severe mental illness and mortality and coronary revascularisation following a myocardial infarction: a retrospective cohort study,"Kelly Fleetwood, Sarah H. Wild, Daniel J. Smith, Stewart W. Mercer, Kirsty Licence, Cathie L. M. Sudlow and Caroline A. Jackson",22 March 2021,BMC Medicine,2021 19:67,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-021-01937-2,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-021-01937-2.pdf,10.1186/s12916-021-01937-2,2,mental health
Parental income as a marker for socioeconomic position during childhood and later risk of developing a secondary care-diagnosed mental disorder examined across the full diagnostic spectrum: a national cohort study,"Christian Hakulinen, Pearl L. H. Mok, Henriette Thisted Horsdal, Carsten B. Pedersen, Preben B. Mortensen, Esben Agerbo and Roger T. Webb",16 November 2020,BMC Medicine,2020 18:323,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01794-5,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01794-5.pdf,10.1186/s12916-020-01794-5,2,mental health
"Burden of mental disorders and unmet needs among street homeless people in Addis Ababa, Ethiopia","Abebaw Fekadu, Charlotte Hanlon, Emebet Gebre-Eyesus, Melkamu Agedew, Haddis Solomon, Solomon Teferra, Tsehaysina Gebre-Eyesus, Yonas Baheretibeb, Girmay Medhin, Teshome Shibre, Abraham Workneh, Teketel Tegegn, Alehegn Ketema, Philip Timms, Graham Thornicroft and Martin Prince",20 August 2014,BMC Medicine,2014 12:138,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-014-0138-x,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-014-0138-x.pdf,10.1186/s12916-014-0138-x,2,mental health
The associations of chronic pain and 24-h movement behaviors with incident mental disorders: evidence from a large-scale cohort study,"Jiade Chen, Xuanbi Fang, Fan Zhang, Jiaxin Shen, Yuanhang Liu, Peng Xu, Rongrong Ye, Qingguang Zhong, Guanren Chen, Zhehao Wang, Shentong Chen, Lixia Li, Ziqiang Lin and Yanhui Gao",29 July 2024,BMC Medicine,2024 22:313,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03534-5,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03534-5.pdf,10.1186/s12916-024-03534-5,2,mental health
"Mental, behavioral and neurodevelopmental disorders in the ICD-11: an international perspective on key changes and controversies","Dan J. Stein, Peter Szatmari, Wolfgang Gaebel, Michael Berk, Eduard Vieta, Mario Maj, Ymkje Anna de Vries, Annelieke M. Roest, Peter de Jonge, Andreas Maercker, Chris R. Brewin, Kathleen M. Pike, Carlos M. Grilo, Naomi A. Fineberg, Peer Briken, Peggy T. Cohen-Kettenis…",27 January 2020,BMC Medicine,2020 18:21,Forum,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-1495-2,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-1495-2.pdf,10.1186/s12916-020-1495-2,2,mental health
Cultural considerations in the classification of mental disorders: why and how in ICD-11,"Oye Gureje, Roberto Lewis-Fernandez, Brian J. Hall and Geoffrey M. Reed",27 January 2020,BMC Medicine,2020 18:25,Commentary,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-1493-4,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-1493-4.pdf,10.1186/s12916-020-1493-4,2,mental health
Comorbidity between depression and anxiety: assessing the role of bridge mental states in dynamic psychological networks,"Robin N. Groen, Oisín Ryan, Johanna T. W. Wigman, Harriëtte Riese, Brenda W. J. H. Penninx, Erik J. Giltay, Marieke Wichers and Catharina A. Hartman",29 September 2020,BMC Medicine,2020 18:308,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01738-z,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01738-z.pdf,10.1186/s12916-020-01738-z,2,mental health
Implementation of the Mental Capacity Act: a national observational study comparing resultant trends in place of death for older heart failure decedents with or without comorbid dementia,"James M. Beattie, Irene J. Higginson, Theresa A. McDonagh and Wei Gao",20 January 2022,BMC Medicine,2022 20:30,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-021-02210-2,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-021-02210-2.pdf,10.1186/s12916-021-02210-2,2,mental health
Genetic proxies for antihypertensive drugs and mental disorders: Mendelian randomization study in European and East Asian populations,Bohan Fan and Jie V. Zhao,2 January 2024,BMC Medicine,2024 22:6,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-023-03218-6,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-023-03218-6.pdf,10.1186/s12916-023-03218-6,2,mental health
"Relationships between neurodivergence status and adverse childhood experiences, and impacts on health, wellbeing, and criminal justice outcomes: findings from a regional household survey study in England","Charley Wilson, Nadia Butler, Zara Quigg, David Moore and Mark Bellis",18 December 2024,BMC Medicine,2024 22:592,Research,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03821-1,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03821-1.pdf,10.1186/s12916-024-03821-1,2,mental health
Risk of suicide after hospitalizations due to acute physical health conditions—a cohort study of the Norwegian population,"Andreas Asheim, Sara Marie Nilsen, Ellen Rabben Svedahl, Silje L. Kaspersen, Ottar Bjerkeset, Imre Janszky and Johan Håkon Bjørngaard",16 September 2024,BMC Medicine,2024 22:396,Research,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03623-5,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03623-5.pdf,10.1186/s12916-024-03623-5,2,mental health
Association of depressive symptoms with incidence and mortality rates of COVID-19 over 2 years among healthcare workers in 20 countries: multi-country serial cross-sectional study,"Hiroki Asaoka, Kazuhiro Watanabe, Yuki Miyamoto, Alexandra Restrepo-Henao, Els van der Ven, Maria Francesca Moro, Lubna A. Alnasser, Olatunde Ayinde, Arin A. Balalian, Armando Basagoitia, Sol Durand-Arias, Mehmet Eskin, Eduardo Fernández-Jiménez, Freytes Frey Marcela Ines, Luis Giménez, Hans W. Hoek…",12 September 2024,BMC Medicine,2024 22:386,Research,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03585-8,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03585-8.pdf,10.1186/s12916-024-03585-8,2,mental health
"Frailty in individuals with depression, bipolar disorder and anxiety disorders: longitudinal analyses of all-cause mortality","Julian Mutz, Umamah Choudhury, Jinlong Zhao and Alexandru Dregan",30 August 2022,BMC Medicine,2022 20:274,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02474-2,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02474-2.pdf,10.1186/s12916-022-02474-2,2,mental health
Preventing the development of depression at work: a systematic review and meta-analysis of universal interventions in the workplace,"Leona Tan, Min-Jung Wang, Matthew Modini, Sadhbh Joyce, Arnstein Mykletun, Helen Christensen and Samuel B Harvey",9 May 2014,BMC Medicine,2014 12:74,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-12-74,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-12-74.pdf,10.1186/1741-7015-12-74,2,mental health
Reducing youth suicide: systems modelling and simulation to guide targeted investments across the determinants,"Jo-An Occhipinti, Adam Skinner, Frank Iorfino, Kenny Lawson, Julie Sturgess, Warren Burgess, Tracey Davenport, Danica Hudson and Ian Hickie",12 March 2021,BMC Medicine,2021 19:61,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-021-01935-4,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-021-01935-4.pdf,10.1186/s12916-021-01935-4,2,mental health
The intergenerational effects of war on the health of children,"Delan Devakumar, Marion Birch, David Osrin, Egbert Sondorp and Jonathan CK Wells",2 April 2014,BMC Medicine,2014 12:57,Opinion,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-12-57,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-12-57.pdf,10.1186/1741-7015-12-57,2,mental health
What should be done with antisocial personality disorder in the new edition of the diagnostic and statistical manual of mental disorders (DSM-V)?,Morten Hesse,27 October 2010,BMC Medicine,2010 8:66,Commentary,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-8-66,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-8-66.pdf,10.1186/1741-7015-8-66,2,mental health
Measuring internalized health-related stigma across health conditions: development and validation of the I-HEARTS Scale,"Rebecca L. Pearl, Yulin Li, Laurie C. Groshon, Marian Hernandez, Danielle Saunders, Miriam Sheynblyum, Kimberly A. Driscoll, Joel M. Gelfand, Preeti Manavalan, Marjorie Montanez-Wiscovich, Deidre B. Pereira, Rebecca M. Puhl, Thomas A. Wadden, Lori B. Waxenberg, Sarah C. Westen and Xiang-Yang Lou",8 October 2024,BMC Medicine,2024 22:435,Research,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03661-z,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03661-z.pdf,10.1186/s12916-024-03661-z,2,mental health
Aspirin: a review of its neurobiological properties and therapeutic potential for mental illness,"Michael Berk, Olivia Dean, Hemmo Drexhage, John J McNeil, Steven Moylan, Adrienne O'Neil, Christopher G Davey, Livia Sanna and Michael Maes",18 March 2013,BMC Medicine,2013 11:74,Opinion,https://bmcmedicine.biomedcentral.com/articles/10.1186/1741-7015-11-74,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/1741-7015-11-74.pdf,10.1186/1741-7015-11-74,2,mental health
Effects of providing free hearing aids on multiple health outcomes among middle-aged and older adults with hearing loss in rural China: a randomized controlled trial,"Xin Ye, Dawei Zhu, Siyuan Chen, Xuefeng Shi, Rui Gong, Juncheng Wang, Huibin Zuo and Ping He",19 April 2022,BMC Medicine,2022 20:124,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-022-02323-2,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-022-02323-2.pdf,10.1186/s12916-022-02323-2,2,mental health
"Chronic disease diagnoses and health service use among people who died of illicit drug toxicity in British Columbia, Canada","Heather Palis, Kevin Hu, Andrew Tu, Frank Scheuermeyer, John A. Staples, Jessica Moe, Beth Haywood, Roshni Desai, Chloé G. Xavier, Jessica C. Xavier, Alexis Crabtree and Amanda Slaunwhite",27 November 2024,BMC Medicine,2024 22:479,Research,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03646-y,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03646-y.pdf,10.1186/s12916-024-03646-y,2,mental health
Offspring outcomes after prenatal interventions for common mental disorders: a meta-analysis,"Marlies E. Brouwer, Alishia D. Williams, Sam E. van Grinsven, Pim Cuijpers, Mijke P. Lambregtse-van den Berg, Huibert Burger and Claudi L. H. Bockting",15 November 2018,BMC Medicine,2018 16:208,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-018-1192-6,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-018-1192-6.pdf,10.1186/s12916-018-1192-6,2,mental health
The development of a core outcome set for studies of pregnant women with multimorbidity,"Siang Ing Lee, Stephanie Hanley, Zoe Vowles, Rachel Plachcinski, Ngawai Moss, Megha Singh, Chris Gale, Adeniyi Francis Fagbamigbe, Amaya Azcoaga-Lorenzo, Anuradhaa Subramanian, Beck Taylor, Catherine Nelson-Piercy, Christine Damase-Michel, Christopher Yau, Colin McCowan, Dermot O’Reilly…",21 August 2023,BMC Medicine,2023 21:314,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-023-03013-3,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-023-03013-3.pdf,10.1186/s12916-023-03013-3,2,mental health
Out of the silos: identifying cross-cutting features of health-related stigma to advance measurement and intervention,"Wim H. van Brakel, Janine Cataldo, Sandeep Grover, Brandon A. Kohrt, Laura Nyblade, Melissa Stockton, Edwin Wouters and Lawrence H. Yang",15 February 2019,BMC Medicine,2019 17:13,Opinion,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-018-1245-x,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-018-1245-x.pdf,10.1186/s12916-018-1245-x,2,mental health
Perinatal health outcomes and care among asylum seekers and refugees: a systematic review of systematic reviews,"Nicola Heslehurst, Heather Brown, Augustina Pemu, Hayley Coleman and Judith Rankin",12 June 2018,BMC Medicine,2018 16:89,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-018-1064-0,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-018-1064-0.pdf,10.1186/s12916-018-1064-0,2,mental health
A scoping review of health-related stigma outcomes for high-burden diseases in low- and middle-income countries,"Jeremy C. Kane, Melissa A. Elafros, Sarah M. Murray, Ellen M. H. Mitchell, Jura L. Augustinavicius, Sara Causevic and Stefan D. Baral",15 February 2019,BMC Medicine,2019 17:17,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-019-1250-8,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-019-1250-8.pdf,10.1186/s12916-019-1250-8,2,mental health
General health and social outcomes 50 years after exposure to antenatal betamethasone: follow-up of a randomised controlled trial,"Anthony G. B. Walters, Greg D. Gamble, Caroline A. Crowther, Stuart R. Dalziel, Carl L. Eagleton, Christopher J. D. McKinlay, Barry J. Milne and Jane E. Harding",4 November 2024,BMC Medicine,2024 22:505,Research,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03732-1,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03732-1.pdf,10.1186/s12916-024-03732-1,2,mental health
Evidence linking COVID-19 and the health/well-being of children and adolescents: an umbrella review,"Chengchen Duan, Liu Liu, Tianyi Wang, Guanru Wang, Zhishen Jiang, Honglin Li, Gaowei Zhang, Li Ye, Chunjie Li and Yubin Cao",13 March 2024,BMC Medicine,2024 22:116,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-024-03334-x,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-024-03334-x.pdf,10.1186/s12916-024-03334-x,2,mental health
Is health research undertaken where the burden of disease is greatest? Observational study of geographical inequalities in recruitment to research in England 2013–2018,"Peter Bower, Christos Grigoroglou, Laura Anselmi, Evangelos Kontopantelis, Matthew Sutton, Mark Ashworth, Philip Evans, Stephen Lock, Stephen Smye and Kathryn Abel",18 May 2020,BMC Medicine,2020 18:133,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-020-01555-4,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-020-01555-4.pdf,10.1186/s12916-020-01555-4,2,mental health
"Disease-specific health spending by age, sex, and type of care in Norway: a national health registry study","Jonas Minet Kinge, Joseph L. Dieleman, Øystein Karlstad, Ann Kristin Knudsen, Søren Toksvig Klitkou, Simon I. Hay, Theo Vos, Christopher J. L. Murray and Stein Emil Vollset",6 June 2023,BMC Medicine,2023 21:201,Research article,https://bmcmedicine.biomedcentral.com/articles/10.1186/s12916-023-02896-6,https://bmcmedicine.biomedcentral.com/counter/pdf/10.1186/s12916-023-02896-6.pdf,10.1186/s12916-023-02896-6,2,mental health
