Temp (F),RH (%),Dewpt (F),Wind Spd (mph),Wind Direction (deg),Peak Wind Gust(mph),Low Cloud Ht (ft),Med Cloud Ht (ft),High Cloud Ht (ft),Visibility (mi),Atm Press (hPa),Sea Lev Press (hPa),Altimeter (hPa),Precip (in),Wind Chill (F),Heat Index (F),Lake_Visible,LES_Cloud_Exist
57,52,40,6,320,m,M,m,m,10,999.2,1022.1,1022.4,0,NC,NC,N,N
57,52,40,6,290,m,M,m,m,10,999.9,1022.8,1023,0,NC,NC,N,N
57,52,40,8,310,m,M,m,m,10,1000.2,1023.3,1023.4,0,NC,NC,N,N
57,54,41,13,290,m,M,m,m,10,1000.9,1024.1,1024,0,NC,NC,N,N
55,63,43,8,290,m,M,m,m,10,1001.5,1024.8,1024.7,0,NC,NC,Y,N
56,64,44,8,300,m,2500,m,m,10,1002.5,1025.6,1025.7,0,NC,NC,Y,N
57,63,45,10,290,17,2500,m,m,10,1002.9,1026.1,1026.1,0,NC,NC,Y,N
59,62,46,10,310,20,2400,m,m,10,1003.5,1026.8,1026.8,0,NC,NC,Y,N
60,59,46,9,290,18,2600,m,m,10,1004.2,1027.2,1027.4,0,NC,NC,Y,N
61,57,46,10,320,m,3000,m,m,10,1004.2,1027.5,1027.4,0,NC,NC,Y,N
58,57,43,10,320,m,3100,m,m,10,1003.9,1027.2,1027.1,0,NC,NC,Y,N
59,55,43,8,310,m,3200,m,m,10,1004.2,1027.3,1027.4,0,NC,NC,Y,N
59,55,43,11,310,m,3500,4400,m,10,1004.2,1027.5,1027.4,0,NC,NC,Y,N
59,55,43,10,290,m,3300,m,m,10,1004.2,1027.5,1027.4,0,NC,NC,Y,N
59,53,42,7,300,m,3300,m,m,10,1004.2,1027.6,1027.4,0,NC,NC,Y,N
56,59,42,10,330,m,3600,4000,m,10,1004.5,1027.9,1027.8,0,NC,NC,N,N
53,68,43,5,330,m,3600,m,m,10,1004.8,1028.4,1028.1,0,NC,NC,N,N
49,79,43,0,0,m,3800,m,m,10,1005.5,1029,1028.8,0,NC,NC,N,N
51,71,42,5,360,m,3800,m,m,10,1005.8,1029.4,1029.1,0,NC,NC,N,N
50,74,42,5,10,m,4000,m,m,10,1006.2,1029.5,1029.5,0,NC,NC,N,N
45,82,40,0,0,m,M,m,m,10,1006.2,1029.5,1029.5,0,NC,NC,N,N
43,88,40,0,0,m,M,m,m,10,1006.5,1029.9,1029.8,0,NC,NC,N,N
43,85,39,0,0,m,M,m,m,10,1006.5,1030.1,1029.8,0,NC,NC,N,N
41,85,37,0,0,m,M,m,m,10,1006.5,1030.1,1029.8,0,NC,NC,N,N
40,85,36,0,0,m,M,m,m,10,1006.8,1030.4,1030.1,0,NC,NC,N,N
40,89,37,0,0,m,M,m,m,10,1007.2,1030.6,1030.5,0,NC,NC,N,N
40,85,36,0,0,m,M,m,m,10,1007.2,1030.6,1030.5,0,NC,NC,N,N
38,89,35,0,0,m,M,m,m,10,1007.2,1030.9,1030.5,0,NC,NC,N,N
39,88,36,0,0,m,M,m,m,10,1007.5,1031.1,1030.8,0,NC,NC,Y,N
43,82,38,3,50,m,22000,m,m,10,1007.2,1030.9,1030.5,0,NC,NC,Y,N
48,79,42,5,80,m,22000,m,m,10,1007.5,1031,1030.8,0,46,NC,Y,N
53,71,44,6,70,m,22000,m,m,10,1006.8,1030.5,1030.1,0,NC,NC,Y,N
57,50,39,10,100,m,22000,m,m,10,1006.5,1030.1,1029.8,0,NC,NC,Y,N
59,43,37,11,80,m,22000,m,m,10,1006.2,1029.7,1029.5,0,NC,NC,Y,N
60,42,37,5,90,m,22000,m,m,10,1005.5,1029.1,1028.8,0,NC,NC,Y,N
62,39,37,3,60,m,22000,m,m,10,1004.5,1028,1027.8,0,NC,NC,Y,N
62,40,38,7,50,m,22000,m,m,10,1003.9,1027.3,1027.1,0,NC,NC,Y,N
63,38,37,7,50,m,21000,m,m,10,1002.9,1026.3,1026.1,0,NC,NC,Y,N
61,39,36,8,90,m,22000,m,m,10,1002.5,1026,1025.7,0,NC,NC,Y,N
56,46,36,6,70,m,21000,m,m,10,1001.9,1025.4,1025.1,0,NC,NC,N,N
53,52,36,5,80,m,20000,m,m,10,1001.9,1025.4,1025.1,0,NC,NC,N,N
50,60,37,0,0,m,M,m,m,10,1001.9,1025.3,1025.1,0,NC,NC,N,N
46,70,37,5,90,m,M,m,m,10,1001.9,1025.3,1025.1,0,44,NC,N,N
48,67,38,6,100,m,M,m,m,10,1001.5,1025,1024.7,0,45,NC,N,N
46,73,38,7,100,m,M,m,m,10,1000.9,1024.2,1024,0,42,NC,N,N
45,76,38,5,100,m,M,m,m,10,1000.5,1023.9,1023.7,0,42,NC,N,N
46,79,40,8,110,m,M,m,m,10,999.5,1023,1022.7,0,42,NC,N,N
46,82,41,9,110,m,M,m,m,10,998.9,1022.3,1022,0,41,NC,N,N
45,85,41,8,100,m,M,m,m,10,998.5,1021.7,1021.7,0,41,NC,N,N
46,82,41,9,110,m,M,m,m,10,997.2,1020.6,1020.3,0,41,NC,N,N
46,85,42,8,110,m,M,m,m,10,996.9,1020.2,1020,0,42,NC,N,N
47,83,42,10,110,m,22000,m,m,10,995.9,1019.2,1019,0,42,NC,N,N
48,82,43,10,110,m,22000,m,m,10,995.5,1019,1018.6,0,44,NC,Y,N
49,79,43,9,120,m,22000,m,m,10,995.2,1018.6,1018.3,0,NC,NC,Y,N
53,73,45,14,120,m,10000,20000,m,10,993.9,1017.3,1016.9,0,NC,NC,Y,N
56,69,46,14,130,m,10000,18000,m,10,993.2,1016.2,1016.3,0,NC,NC,Y,N
60,66,49,13,120,m,10000,16000,m,10,992.2,1015.3,1015.2,0,NC,NC,Y,Y
63,65,51,10,140,m,12000,16000,m,10,990.9,1014.1,1013.9,0,NC,NC,Y,Y
64,64,52,14,130,m,9500,11000,m,10,989.6,1012.7,1012.5,0,NC,NC,Y,Y
66,65,54,10,160,m,5000,9000,m,10,988.2,1011.1,1011.2,0,NC,NC,Y,Y
62,77,55,7,150,m,3400,4700,m,7,987.6,1010.5,1010.5,0.01,NC,NC,Y,N
61,83,56,8,150,m,2000,2500,m,2,986.9,1009.8,1009.8,0.08,NC,NC,Y,N
61,87,57,8,150,m,700,1300,1800,3,986.2,M,1009.1,m,NC,NC,Y,N
61,89,58,13,190,20,500,m,m,2,985.9,1008.8,1008.8,0.02,NC,NC,N,N
63,90,60,16,210,29,300,m,m,2,985.6,1008.6,1008.5,0.06,NC,NC,N,N
63,90,60,13,200,m,500,1300,m,2,985.6,1008.5,1008.5,0.01,NC,NC,N,N
63,90,60,13,200,m,700,m,m,2,985.6,1008.6,1008.5,0,NC,NC,N,N
63,90,60,14,200,m,500,m,m,6,985.2,1008,1008.1,0,NC,NC,N,N
59,76,52,17,270,23,1900,2800,3700,10,986.2,M,1009.1,m,NC,NC,N,N
57,61,44,11,270,22,5500,m,m,10,986.2,1009,1009.1,0,NC,NC,N,N
56,64,44,11,260,m,4300,m,m,10,986.6,1009.3,1009.5,0,NC,NC,N,N
56,64,44,9,240,18,3100,4900,m,10,986.6,1009.2,1009.5,0,NC,NC,N,N
55,66,44,10,250,22,2900,m,m,10,986.2,1009.1,1009.1,0,NC,NC,N,N
54,69,44,15,240,22,2700,m,m,10,985.9,1008.8,1008.8,0,NC,NC,N,N
54,69,44,11,250,21,2200,2900,m,10,985.9,1008.7,1008.8,0,NC,NC,N,N
54,71,45,15,230,21,2300,2800,m,10,985.9,1008.7,1008.8,0,NC,NC,N,N
54,71,45,14,260,23,2300,3100,m,10,985.6,M,1008.5,m,NC,NC,Y,N
54,71,45,14,240,m,2100,2600,m,10,985.9,1008.7,1008.8,0,NC,NC,Y,N
54,74,46,15,250,m,2300,m,m,10,986.2,1009,1009.1,0,NC,NC,Y,N
54,74,46,8,250,m,1800,m,m,10,986.6,1009.2,1009.5,0,NC,NC,Y,N
54,74,46,16,260,21,1800,m,m,10,986.6,1009.6,1009.5,0,NC,NC,Y,N
56,71,47,13,260,21,2200,2700,m,10,986.9,1009.9,1009.8,0,NC,NC,Y,N
56,69,46,14,270,20,2200,3300,m,10,986.9,1010,1009.8,0,NC,NC,Y,N
56,71,47,10,270,20,2000,3700,m,10,986.9,1009.9,1009.8,0,NC,NC,Y,N
57,68,47,9,260,m,2000,3200,m,10,987.2,1010.1,1010.2,0,NC,NC,Y,N
57,71,48,11,270,18,2200,3200,m,10,987.2,1010.1,1010.2,0,NC,NC,Y,N
57,71,48,7,270,m,2000,2500,4600,10,987.2,M,1010.2,m,NC,NC,Y,N
55,79,49,10,280,m,1400,1800,4800,9,987.9,1010.8,1010.8,0,NC,NC,N,N
54,87,50,5,340,m,900,1400,m,8,988.2,M,1011.2,m,NC,NC,N,N
52,89,49,5,20,m,1600,2200,3400,3,988.6,1011.7,1011.5,0.14,NC,NC,N,N
53,85,49,0,0,m,2100,3200,m,10,988.9,1012.1,1011.9,0,NC,NC,N,N
53,89,50,3,40,m,2100,m,m,10,989.2,1012.3,1012.2,0,NC,NC,N,N
52,89,49,0,0,m,1000,1800,2700,4,989.2,1012.4,1012.2,0.01,NC,NC,N,N
52,89,49,3,40,m,4200,5500,m,10,989.2,1012.2,1012.2,0.01,NC,NC,N,N
52,86,48,3,40,m,3300,m,m,8,989.2,1012.2,1012.2,0,NC,NC,N,N
50,89,47,3,50,m,2100,4300,6000,7,989.2,1012.2,1012.2,0.02,NC,NC,N,N
50,89,47,0,0,m,2600,3600,m,10,988.9,1012,1011.9,0,NC,NC,N,N
50,89,47,3,20,m,3100,4000,5000,10,988.6,1011.7,1011.5,0,NC,NC,N,N
50,86,46,5,70,m,2900,3600,4900,9,988.6,1011.6,1011.5,0.01,NC,NC,N,N
49,86,45,3,60,m,3600,m,m,10,988.6,1011.5,1011.5,0,NC,NC,N,N
49,89,46,0,0,m,2800,3400,m,9,988.6,1011.5,1011.5,0,NC,NC,Y,N
49,86,45,7,30,m,1800,2400,2800,2,987.9,1011,1010.8,0.01,NC,NC,Y,N
48,87,45,6,40,m,1800,2400,m,10,987.9,M,1010.8,m,45,NC,Y,N
48,93,46,7,30,m,700,1400,1900,4,987.6,M,1010.5,m,45,NC,Y,N
48,87,45,8,20,m,900,1200,m,6,986.9,M,1009.8,m,44,NC,Y,N
49,86,45,8,10,m,700,1200,1700,7,986.6,1009.6,1009.5,0.05,NC,NC,Y,N
49,86,45,10,350,m,900,m,m,10,985.9,1009.1,1008.8,0.01,NC,NC,Y,N
48,87,45,14,330,20,900,2600,m,5,985.6,M,1008.5,0.02,42,NC,Y,N
50,82,45,6,10,m,1000,2500,5500,10,985.6,1008.8,1008.5,0.02,NC,NC,Y,N
51,82,46,5,330,m,1400,3000,5500,10,985.6,1008.7,1008.5,0,NC,NC,Y,N
51,71,42,8,290,m,2400,6500,12000,10,985.6,1008.7,1008.5,0,NC,NC,Y,N
50,65,39,8,300,m,3500,9000,15000,10,986.2,1009.3,1009.1,0,NC,NC,N,N
50,63,38,6,280,m,3600,4500,10000,10,986.6,1009.8,1009.5,0,NC,NC,N,N
50,65,39,5,280,m,3600,4700,13000,10,987.2,1010.4,1010.2,0,NC,NC,N,N
49,68,39,5,260,m,3800,4700,13000,10,987.2,1010.3,1010.2,0,NC,NC,N,N
52,61,39,9,260,m,3800,4700,6000,10,987.2,1010.4,1010.2,0,NC,NC,N,N
52,58,38,11,280,m,3700,4700,m,10,986.9,1010.2,1009.8,0,NC,NC,N,N
52,54,36,9,270,m,3900,m,m,10,986.9,1010.1,1009.8,0,NC,NC,N,N
53,54,37,9,280,m,4300,5500,m,10,987.2,1010.3,1010.2,0,NC,NC,N,N
52,56,37,8,280,m,4400,5500,m,10,987.2,1010.3,1010.2,0,NC,NC,N,N
52,54,36,6,260,m,4400,m,m,10,986.9,1010,1009.8,0,NC,NC,N,N
52,58,38,5,250,m,4700,m,m,10,986.9,1009.8,1009.8,0,NC,NC,N,N
51,60,38,5,240,m,4700,5500,m,10,986.9,1009.9,1009.8,0,NC,NC,N,N
52,61,39,7,230,m,4200,5500,m,10,986.9,1009.9,1009.8,0,NC,NC,N,N
51,60,38,5,220,m,5500,m,m,10,986.9,1010.1,1009.8,0,NC,NC,Y,Y
42,85,38,7,110,m,5500,m,m,10,987.2,1010.4,1010.2,0,38,NC,Y,Y
50,74,42,9,120,m,9000,m,m,10,987.2,1010.5,1010.2,0,NC,NC,Y,N
60,53,43,15,240,20,9000,15000,m,10,987.6,1010.4,1010.5,0,NC,NC,Y,N
57,63,45,14,250,22,7000,15000,m,10,987.6,1010.6,1010.5,0,NC,NC,Y,N
58,64,46,16,260,m,9500,15000,m,10,987.9,1010.8,1010.8,0,NC,NC,Y,N
55,68,45,13,270,23,2000,2700,m,10,988.2,1011.2,1011.2,0,NC,NC,Y,N
55,66,45,8,250,20,2200,3000,m,10,987.9,M,1010.8,m,NC,NC,Y,N
53,68,43,13,250,m,2400,3100,4000,10,987.9,1011,1010.8,0,NC,NC,Y,N
53,60,40,11,240,m,2400,3700,m,10,988.2,1011.2,1011.2,0,NC,NC,Y,N
52,66,41,10,260,m,2900,4200,m,10,988.6,1011.5,1011.5,0,NC,NC,Y,N
52,63,40,11,260,m,2900,4700,m,10,988.6,1011.8,1011.5,0,NC,NC,N,N
53,60,40,11,250,m,2800,3700,4700,10,988.9,1011.9,1011.9,0,NC,NC,N,N
52,66,41,11,280,22,2400,3300,4700,10,989.2,1012.4,1012.2,0,NC,NC,N,N
52,62,39,10,270,22,3000,4000,m,10,989.2,M,1012.2,m,NC,NC,N,N
50,63,38,10,270,m,3000,3700,m,10,989.2,1012.4,1012.2,0,NC,NC,N,N
50,61,37,7,260,18,2800,3700,m,10,988.9,M,1011.9,m,NC,NC,N,N
50,63,38,9,260,m,3000,3900,m,10,988.2,1011.4,1011.2,0,NC,NC,N,N
50,65,39,9,280,m,2800,4100,4800,10,987.9,1011.1,1010.8,0,NC,NC,N,N
50,65,39,11,290,m,2800,3300,6000,10,987.9,1010.8,1010.8,0,NC,NC,N,N
50,65,39,9,280,m,5500,m,m,10,987.2,1010.2,1010.2,0,NC,NC,N,N
49,68,39,10,290,m,2500,3000,3600,10,986.6,1009.7,1009.5,0,NC,NC,N,N
49,65,38,7,300,m,2900,3400,4200,10,986.2,1009.5,1009.1,0,NC,NC,N,N
49,54,33,5,330,m,4100,4800,m,10,986.2,1009.4,1009.1,0,NC,NC,N,N
48,56,33,9,300,m,4300,5500,11000,10,986.2,1009.4,1009.1,0,44,NC,Y,N
46,70,37,0,0,m,4300,5000,6500,10,986.9,1009.9,1009.8,0,NC,NC,Y,Y
46,67,36,7,300,m,3200,4000,6500,5,986.6,1009.7,1009.5,0.04,42,NC,Y,Y
48,70,39,0,0,m,6500,11000,m,10,986.2,1009.2,1009.1,0,NC,NC,Y,Y
51,47,32,7,250,m,5000,7000,10000,10,985.6,1008.7,1008.5,0,NC,NC,Y,Y
51,47,32,8,250,m,4800,6000,m,10,985.2,1008.4,1008.1,0,NC,NC,Y,N
54,43,32,11,240,m,4800,6000,7500,10,984.6,1007.6,1007.5,0,NC,NC,Y,N
54,38,29,14,280,m,5000,7000,15000,10,984.2,1007.4,1007.1,0,NC,NC,Y,N
53,41,30,13,240,m,5000,8500,20000,10,984.2,1007.3,1007.1,0,NC,NC,Y,N
51,45,31,8,260,m,4900,6000,8500,10,984.2,1007.3,1007.1,0,NC,NC,Y,N
46,65,36,9,240,m,2800,3300,4400,7,984.6,M,1007.5,0.05,41,NC,Y,N
44,78,38,0,0,m,2400,4500,9000,10,985.2,1008.3,1008.1,0.08,NC,NC,N,N
42,88,39,0,0,m,4800,6000,8500,10,985.2,1008.4,1008.1,0,NC,NC,N,N
50,53,34,11,250,m,5000,8500,11000,10,985.2,1008.3,1008.1,0,NC,NC,N,N
50,60,37,16,260,25,3300,4100,5500,10,984.9,1008.1,1007.8,0,NC,NC,N,N
50,63,38,16,240,23,3000,4400,6000,10,985.2,1008.4,1008.1,0,NC,NC,N,N
49,63,37,15,260,21,3000,3800,m,10,985.6,1008.5,1008.5,0,NC,NC,N,N
49,63,37,11,260,21,2800,4500,5500,10,985.6,1008.6,1008.5,0,NC,NC,N,N
50,58,36,11,270,m,3200,6000,8500,10,985.2,1008.3,1008.1,0,NC,NC,N,N
50,63,38,10,250,m,3100,5500,7500,10,984.9,1008,1007.8,0,NC,NC,N,N
49,63,37,15,250,m,2800,3500,7000,10,985.2,1008.2,1008.1,0,NC,NC,N,N
48,62,36,14,270,20,3000,m,m,10,985.6,1008.6,1008.5,0,42,NC,N,N
47,63,35,9,280,m,2900,m,m,10,985.9,1009.2,1008.8,0,43,NC,N,N
47,60,34,9,270,m,3200,m,m,10,986.2,1009.5,1009.1,0,43,NC,N,N
47,58,33,9,270,m,3700,m,m,10,986.6,1009.9,1009.5,0,43,NC,Y,N
49,56,34,10,280,m,3700,m,m,10,987.2,1010.5,1010.2,0,NC,NC,Y,N
49,58,35,9,280,m,3700,m,m,10,987.9,1011.1,1010.8,0,NC,NC,Y,N
50,56,35,11,290,m,3500,4600,m,10,988.6,1011.6,1011.5,0,NC,NC,Y,N
52,52,35,11,250,m,3600,4500,m,10,988.6,1011.8,1011.5,0,NC,NC,Y,N
52,52,35,8,220,m,3600,m,m,10,988.9,1011.9,1011.9,0,NC,NC,Y,N
52,54,36,9,220,17,3800,7500,9000,10,988.2,1011.5,1011.2,0,NC,NC,Y,N
53,54,37,8,180,m,6000,m,m,10,987.2,1010.4,1010.2,0,NC,NC,Y,N
53,54,37,10,200,m,7000,m,m,10,986.9,1009.9,1009.8,0,NC,NC,Y,N
53,58,39,9,170,m,7500,8500,m,10,986.2,1009.4,1009.1,0,NC,NC,Y,N
52,66,41,8,140,m,6500,m,m,10,985.9,1008.9,1008.8,0,NC,NC,Y,N
51,71,42,7,130,m,6500,8000,10000,10,984.9,1008,1007.8,0,NC,NC,N,N
52,66,41,8,150,m,6000,8000,m,10,984.9,1007.8,1007.8,0,NC,NC,N,N
51,76,44,8,140,m,6000,m,m,10,984.2,1007.1,1007.1,0.01,NC,NC,N,N
54,77,47,14,200,m,4900,5500,7000,10,983.6,1006.5,1006.4,0.04,NC,NC,N,N
56,74,48,10,240,m,2900,6500,7500,10,984.2,1007.2,1007.1,0.01,NC,NC,N,N
56,69,46,13,230,m,6000,11000,m,10,984.2,1007.1,1007.1,0,NC,NC,N,N
58,61,45,16,250,22,9000,m,m,10,984.2,1007.2,1007.1,0,NC,NC,N,N
58,66,47,16,220,m,9500,11000,m,10,984.2,1007.2,1007.1,0,NC,NC,N,N
58,61,45,15,250,28,3000,6000,10000,10,984.6,1007.4,1007.5,0,NC,NC,N,N
55,66,44,13,270,m,2800,5000,8000,10,984.9,1007.9,1007.8,0,NC,NC,N,N
54,66,43,11,270,21,2900,3500,9000,10,984.9,1007.9,1007.8,0,NC,NC,N,N
54,66,43,15,270,21,2600,3500,m,10,985.2,1008.2,1008.1,0,NC,NC,N,N
53,63,41,16,260,23,2400,3200,4200,10,985.6,1008.6,1008.5,0,NC,NC,N,N
51,63,39,14,260,m,2800,3800,4500,10,986.2,1009.1,1009.1,0,NC,NC,Y,N
48,67,38,15,280,23,2100,3000,3700,10,986.9,1010.2,1009.8,0,42,NC,Y,N
46,67,36,18,280,25,2300,3000,m,10,987.6,1010.7,1010.5,0,39,NC,Y,N
46,65,36,13,290,m,2400,3200,m,10,987.6,M,1010.5,m,40,NC,Y,N
46,61,34,9,270,m,2900,m,m,10,987.9,M,1010.8,m,41,NC,Y,N
46,61,34,14,280,21,2700,3600,4400,10,987.9,M,1010.8,m,40,NC,Y,N
46,62,34,11,280,m,3000,3800,m,10,987.6,1010.8,1010.5,0,41,NC,Y,N
47,58,33,14,270,21,3000,4600,m,10,987.6,1010.5,1010.5,0,41,NC,Y,N
46,51,29,14,270,22,4100,5000,m,10,987.6,1010.8,1010.5,0,40,NC,Y,N
46,55,31,11,260,18,4000,4800,m,10,987.6,1010.7,1010.5,0,41,NC,Y,N
46,53,30,13,270,25,3900,6000,m,10,987.6,1010.7,1010.5,0,40,NC,Y,N
45,60,32,13,290,22,3500,4600,6000,10,987.9,1011.1,1010.8,0,39,NC,N,N
44,55,29,16,280,31,3400,4400,5500,10,988.6,1011.8,1011.5,0,37,NC,N,N
42,52,26,17,280,34,4000,5000,6000,10,989.2,1012.3,1012.2,0,34,NC,N,N
41,52,25,15,280,M,4000,m,m,10,989.2,1012.6,1012.2,0,33,NC,N,N
41,46,22,18,290,M,5000,m,m,10,989.2,1012.4,1012.2,0,32,NC,N,N
42,44,22,16,280,24,4700,5500,m,10,988.9,1012.2,1011.9,0,34,NC,N,N
41,50,24,14,290,24,4300,5000,m,10,988.9,1012,1011.9,0,33,NC,N,N
41,46,22,15,280,26,4800,m,m,10,988.9,1012.3,1011.9,0,33,NC,N,N
41,46,22,16,290,24,4700,m,m,10,988.9,1012.3,1011.9,0,33,NC,N,N
41,50,24,15,270,m,4300,m,m,10,988.6,1012,1011.5,0,33,NC,N,N
41,54,26,11,270,21,4100,4800,m,10,988.6,1011.8,1011.5,0,34,NC,N,N
42,57,28,17,280,25,3800,4500,m,10,988.6,1011.7,1011.5,0,34,NC,N,N
43,52,27,18,290,26,3600,4400,m,10,988.6,1011.9,1011.5,0,35,NC,N,N
42,59,29,17,290,23,3500,4300,m,10,988.9,1012.2,1011.9,0,34,NC,Y,N
42,62,30,13,280,22,3400,m,m,10,988.9,1012.4,1011.9,0,35,NC,Y,N
43,64,32,10,300,20,2600,3400,m,10,989.2,1012.6,1012.2,0,37,NC,Y,N
44,59,31,9,300,m,2800,3600,4300,10,989.6,1013,1012.5,0,39,NC,Y,N
48,56,33,15,320,20,2800,3700,4800,10,989.6,1012.9,1012.5,0,42,NC,Y,N
48,53,32,9,290,18,3000,4700,5500,10,989.6,1013,1012.5,0,44,NC,Y,N
46,57,32,8,300,m,3200,4200,20000,10,989.2,1012.6,1012.2,0,42,NC,Y,N
47,58,33,8,310,m,2800,4300,m,10,988.9,1012.3,1011.9,0,43,NC,Y,N
46,57,32,8,310,m,3000,4300,m,10,988.9,1012.2,1011.9,0,42,NC,Y,N
46,60,33,8,290,m,3200,20000,m,10,989.2,1012.5,1012.2,0,42,NC,Y,N
45,60,32,8,330,m,2900,18000,m,10,989.2,1012.6,1012.2,0,41,NC,Y,N
43,62,31,9,330,m,2900,18000,m,10,989.2,1012.7,1012.2,0,38,NC,N,N
43,62,31,5,330,m,7500,19000,m,10,989.6,1012.8,1012.5,0,40,NC,N,N
41,64,30,0,0,m,7000,18000,m,10,989.2,1012.8,1012.2,0,NC,NC,N,N
35,78,29,0,0,m,M,m,m,10,989.2,1012.7,1012.2,0,NC,NC,N,N
36,81,31,0,0,m,7000,9000,m,10,989.2,1012.7,1012.2,0,NC,NC,N,N
40,76,33,6,20,m,3100,m,m,9,989.6,1012.7,1012.5,0.01,36,NC,N,N
37,86,34,3,70,m,3100,4800,m,10,989.2,M,1012.2,m,NC,NC,N,N
37,86,34,5,30,m,2300,3400,6500,10,989.2,M,1012.2,m,33,NC,N,N
37,85,33,7,10,m,3700,7500,m,10,989.2,1012.5,1012.2,0,32,NC,N,N
36,85,32,7,10,m,4500,7000,m,10,988.9,1012.2,1011.9,0,30,NC,N,N
35,88,32,8,350,m,6000,m,m,10,988.6,1012.1,1011.5,0,28,NC,N,N
36,85,32,7,350,m,6000,m,m,10,988.9,1012.1,1011.9,0,30,NC,N,N
35,88,32,3,60,m,6000,m,m,10,988.9,1012.4,1011.9,0,NC,NC,N,N
35,84,31,0,0,m,6000,m,m,10,989.2,1012.6,1012.2,0,NC,NC,Y,N
36,81,31,6,50,m,6500,m,m,10,989.2,1012.8,1012.2,0,31,NC,Y,N
39,79,33,0,0,m,7000,m,m,10,989.9,1013.3,1012.9,0,NC,NC,Y,N
40,76,33,5,30,m,1400,3300,6000,8,989.9,1013.5,1012.9,0,36,NC,Y,N
41,67,31,3,10,m,1400,4300,5500,10,990.2,1013.6,1013.2,0,NC,NC,Y,N
45,53,29,11,320,20,5000,6000,m,10,990.2,1013.6,1013.2,0,39,NC,Y,N
44,45,24,14,320,24,4700,6500,m,10,989.9,1013.2,1012.9,0,37,NC,Y,N
43,48,25,10,320,m,4400,m,m,10,989.9,1013.3,1012.9,0,37,NC,Y,N
43,48,25,13,340,m,5000,6500,m,10,989.9,1013.4,1012.9,0,36,NC,Y,N
43,48,25,9,330,m,4700,5500,m,10,990.2,1013.7,1013.2,0,38,NC,Y,N
39,64,28,6,340,m,3400,5000,9000,10,990.6,1014.1,1013.5,0.01,35,NC,Y,N
41,54,26,8,300,17,5000,7500,m,9,990.6,1013.9,1013.5,0,36,NC,N,N
42,48,24,0,0,m,5000,8000,m,10,990.6,1014.1,1013.5,0,NC,NC,N,N
40,59,27,11,250,22,4200,5000,m,10,990.9,1014.4,1013.9,0,33,NC,N,N
36,81,31,3,10,m,3300,4300,7500,5,991.2,1014.8,1014.2,0.02,NC,NC,N,N
38,75,31,10,310,17,3300,4800,m,10,991.2,1014.9,1014.2,0,31,NC,N,N
35,84,31,8,130,m,2200,m,m,3,990.9,1014.5,1013.9,0.07,28,NC,N,N
36,85,32,7,170,m,4600,6000,m,10,990.6,1013.8,1013.5,0,30,NC,N,N
37,78,31,6,10,20,1400,m,m,7,990.9,1014.5,1013.9,0.05,32,NC,N,N
36,85,32,0,0,m,6000,m,m,10,990.9,1014.4,1013.9,0,NC,NC,N,N
36,85,32,0,0,m,3900,5000,6000,10,991.2,1014.8,1014.2,0,NC,NC,N,N
35,88,32,0,0,m,3700,4500,6000,5,991.6,1015.2,1014.6,0.02,NC,NC,N,N
35,84,31,0,0,m,3100,4500,5500,7,992.2,1015.6,1015.2,0,NC,NC,N,N
35,88,32,0,0,m,4900,6500,m,9,992.5,1016.1,1015.6,0.01,NC,NC,N,N
35,88,32,7,200,m,2400,m,m,9,992.9,1016.4,1015.9,0,29,NC,Y,N
36,85,32,0,0,m,4500,6500,20000,10,993.5,1017,1016.6,0.01,NC,NC,Y,N
38,78,32,0,0,m,9000,20000,m,10,993.9,1017.5,1016.9,0,NC,NC,Y,N
42,70,33,0,0,m,3900,9000,20000,10,994.5,1018,1017.6,0,NC,NC,Y,N
45,55,30,14,320,22,4500,5500,10000,10,994.9,1018.5,1017.9,0,39,NC,Y,N
37,80,32,14,360,21,1700,3200,7000,3,996.2,M,1019.3,0,28,NC,Y,N
41,73,33,5,340,m,3500,4600,m,10,995.5,1019.3,1018.6,0.04,38,NC,Y,N
45,57,31,14,310,m,3800,5000,14000,10,995.5,1019.1,1018.6,0,39,NC,Y,N
44,57,30,10,300,21,5500,15000,m,10,996.2,1019.8,1019.3,0,39,NC,Y,N
44,50,27,14,320,m,5500,18000,m,10,996.9,1020.5,1020,0,37,NC,Y,N
43,52,27,10,340,m,4100,6000,8000,10,997.2,1020.9,1020.3,0,37,NC,Y,N
41,59,28,6,350,m,4500,8500,18000,10,997.9,1021.4,1021,0,37,NC,N,N
41,61,29,6,220,m,4600,7500,16000,10,998.2,1022,1021.3,0,37,NC,N,N
40,69,31,7,50,m,4300,7000,8500,10,998.9,1022.4,1022,0,35,NC,N,N
39,75,32,5,210,m,4500,6000,8000,10,998.9,1022.7,1022,0,35,NC,N,N
38,78,32,3,110,m,4400,8500,m,10,999.2,1022.8,1022.4,0.01,NC,NC,N,N
38,75,31,7,40,m,4800,6000,m,10,999.5,1023.2,1022.7,0,33,NC,N,N
39,75,32,10,360,m,6500,8500,m,10,999.9,1023.7,1023,0,32,NC,N,N
40,69,31,10,350,m,3700,4500,9000,10,1000.2,1023.9,1023.4,0,34,NC,N,N
41,70,32,3,320,m,4200,6500,m,10,1000.5,1024.2,1023.7,0.01,NC,NC,N,N
