"STN
Code",Name of Monitoring Location,Type Water Body,State Name,"Temperature
?C (Min)","Temperature
?C (Max)",Dissolved Oxygen (mg/L) (Min),Dissolved Oxygen (mg/L) (Max),pH (Min),pH (Max),Conductivity (?mhos/cm) (Min),Conductivity (?mhos/cm) (Max),BOD (mg/L) (Min),BOD (mg/L) (Max),Nitrate N + Nitrite N(mg/L) (Min),Nitrate N + Nitrite N(mg/L) (Max),Fecal Coliform (MPN/100ml) (Min),Fecal Coliform (MPN/100ml) (Max),Total Coliform (MPN/100ml) (Min),Total Coliform (MPN/100ml) (Max)
4244,"YERDANOOR TANK, YERDANOOR (V)
SANGAREDDY DISTRICT",TANK,TELANGANA,24.0,25.0,5.2,6.6,6.7,7.5,5,1437,2.2,5.0,9.10,15.15,8,12,43,84
3391,"DHAMBUR LAKE, DHALAI",LAKE,TRIPURA,18.0,28.5,5.1,5.9,7.0,7.4,155,200,1.0,1.6,0.72,3.00,17,58,94,220
4193,"DIMASAGAR LAKE, NORTH GATE",LAKE,TRIPURA,19.0,30.0,5.2,5.9,6.6,7.3,121,198,1.0,2.2,0.55,3.08,21,63,140,280
1727,"LAXMI NARAYAN BARI PALACE
COMPOUND, TRIPURA",LAKE,TRIPURA,19.0,29.0,5.2,6.4,7.1,7.5,124,211,1.0,1.5,0.58,2.94,13,58,79,210
4192,MBB COLLEGE LAKE,LAKE,TRIPURA,19.0,30.0,5.2,6.2,6.9,7.5,137,198,1.0,1.8,0.48,2.55,22,41,120,210
4643,RUDRASAGAR EAST LAKE TRIPURA,LAKE,TRIPURA,18.0,29.0,5.2,6.3,7.1,7.5,152,203,1.0,1.9,0.74,2.73,21,58,94,220
4642,"RUDRASAGAR NORTH LAKE,TRIPURA",LAKE,TRIPURA,18.0,29.0,5.3,6.9,6.9,7.3,148,206,1.4,2.3,0.72,3.50,27,84,150,280
4644,RUDRASAGAR WEST LAKE TRIPURA,LAKE,TRIPURA,18.0,29.0,5.6,6.5,7.0,7.7,129,181,1.0,2.1,0.73,2.73,25,63,150,280
1728,"RUDRASAGAR, SONUMURA, TRIPURA",LAKE,TRIPURA,19.0,28.5,5.1,5.8,6.6,7.5,132,187,1.1,1.7,1.07,3.06,31,49,170,240
3393,"BRAMAKUNDA POND, WEST TRIPURA",POND,TRIPURA,19.0,28.5,5.4,6.5,6.9,7.5,157,228,1.0,1.8,1.00,2.48,17,48,84,170
4197,CHATURDASH DEBATA BARI POND,POND,TRIPURA,18.5,29.0,5.6,6.7,6.7,7.3,139,194,1.0,1.8,0.67,2.39,17,46,84,170
4195,DURGABARI POND,POND,TRIPURA,18.5,30.0,5.0,6.1,6.2,7.3,142,198,1.0,1.9,0.70,2.49,15,48,63,210
3396,"JAGANNATH DIGHI, SOUTH TRIPURA",POND,TRIPURA,19.0,29.5,5.2,6.2,6.9,7.3,143,201,1.0,2.2,0.71,3.08,17,58,84,210
3394,"KALYANSAGAR AT MATARBARI, SOUTH TRIPURA",POND,TRIPURA,19.5,29.5,5.1,6.8,7.0,7.7,141,220,1.5,2.6,1.54,4.00,33,93,140,280
4221,KATAL DIGHI POND,POND,TRIPURA,18.0,29.0,5.1,6.0,6.9,7.5,143,191,1.1,1.6,0.61,2.48,27,47,110,210
4194,LALBAHADUR DIGHI POND,POND,TRIPURA,19.0,30.0,5.1,5.9,6.8,7.4,135,198,1.0,1.9,0.58,2.40,17,47,110,220
3395,"MAHADEB DIGHI, SOUTH TRIPURA",POND,TRIPURA,19.0,29.0,5.4,6.8,6.9,7.4,134,192,1.0,1.5,0.72,2.39,17,63,94,240
4196,RADHANAGAR POND,POND,TRIPURA,19.5,30.0,1.2,6.2,6.4,8.0,147,216,3.1,11.0,0.89,6.60,47,94,210,430
3392,"SHIPAHIJALA POND, WEST TRIPURA",POND,TRIPURA,19.0,29.0,5.0,5.9,6.6,7.2,128,192,1.1,1.9,0.68,2.90,17,58,84,210
1364,"RAMGARH LAKE, U.P.",LAKE,UTTAR PRADESH,17.0,24.0,7.8,8.8,8.1,9.0,468,539,5.2,6.8,-,-,30000,40000,55000,64000
2499,"SAMARPUR JHEEL, RAEBARELI",LAKE,UTTAR PRADESH,19.0,26.0,5.8,7.0,7.6,8.2,251,371,4.0,5.0,0.80,0.92,3600,4300,6300,7900
2501,"LAXMI POND, JHANSI",POND,UTTAR PRADESH,18.0,22.0,4.5,5.8,7.2,8.4,624,629,6.0,15.0,-,-,-,-,-,-
2500,"MAAHIL POND, URAI TEHSIL, JALAUN",POND,UTTAR PRADESH,18.0,23.2,1.2,4.7,7.5,8.9,1190,1336,16.0,32.0,-,-,4300,4300,6300,6300
3437,BHEEMTAL LAKE,LAKE,UTTARAKHAND,11.0,23.0,7.4,9.0,7.2,8.0,160,210,1.0,1.6,0.32,0.37,70,170,210,540
1362,"NAINI LAKE AT NAINITAL (WATER
INTAKE POINT)",LAKE,UTTARAKHAND,9.0,22.0,7.6,9.6,7.2,7.8,370,440,1.0,2.0,0.32,0.36,140,350,350,920
2539,"BELBONI LAKE NEAR BARJORA,
BANKURA",LAKE,WEST BENGAL,19.0,30.0,7.7,8.6,7.0,8.1,141,195,1.2,1.7,0.30,0.30,1100,2200,1400,3900
2505,"HANUMAN GHAT ON DUDHPUKUR AT
TARAKESHWAR, HOOGHLY",LAKE,WEST BENGAL,22.5,34.0,4.0,13.1,7.8,8.7,568,763,3.2,8.5,0.35,0.72,3300,35000,4900,54000
2503,"HATISHALA GHAT ON DUDHPUKUR AT
TARAKESHWAR, HOOGHLY",LAKE,WEST BENGAL,22.5,34.0,4.5,10.9,7.5,8.6,567,868,3.2,6.9,0.30,0.80,1400,92000,3300,160000
4729,JOREPOKHARI LAKE AT SUKHIAPOKHARI,LAKE,WEST BENGAL,6.0,24.0,5.5,7.8,6.9,7.9,20,97,1.0,1.8,0.30,0.30,60,5000,110,13000
2519,"KOCHBIHAR LAKE (SAGAR DIGHI),
COOCHBEHAR",LAKE,WEST BENGAL,21.0,30.0,6.8,8.2,6.7,7.6,32,68,1.0,2.2,0.30,0.30,400,5000,1300,13000
4720,LAKE RASIKBHEEL AT COOCHBEHAR,LAKE,WEST BENGAL,19.0,33.0,6.8,8.9,6.7,8.4,32,128,1.4,2.1,0.30,0.30,170,2600,700,9000
2504,"MAINH GHAT ON DUDHPUKUR AT TARAKESHWAR, HOOGHLY",LAKE,WEST BENGAL,22.5,34.0,3.8,12.0,7.6,8.7,569,775,3.6,7.2,0.30,0.90,13000,240000,23000,540000
2520,"MIRIKH LAKE, DARJEELING",LAKE,WEST BENGAL,4.0,24.0,5.8,6.9,6.5,8.0,67,196,1.8,2.8,0.30,0.32,2100,5000,5000,14000
1765,"RABINDRASAROVAR NATIONAL LAKE,
CALCUTTA, WEST BENGAL",LAKE,WEST BENGAL,22.0,31.0,5.2,9.7,7.2,8.5,252,826,1.8,4.1,0.30,1.90,330,790,1100,1700
2544,SAHEBBANDH AT PURULIA,LAKE,WEST BENGAL,22.0,32.0,8.8,9.8,7.0,7.6,311,422,2.7,7.3,0.30,0.80,3100,9400,4300,12000
2522,SINCHAL LAKE FOR DARJEELING,LAKE,WEST BENGAL,7.0,16.0,7.1,8.1,6.9,7.6,13,29,1.0,1.1,0.30,0.30,70,110,110,210
2521,"WATER RESERVIOR AT DELO LAKE,
DARJELLING",LAKE,WEST BENGAL,9.0,24.0,7.2,8.2,6.9,7.6,20,36,1.0,1.8,0.30,0.30,60,130,110,330
4725,WATER RESERVIOR ST. HELENS SCHOOL,LAKE,WEST BENGAL,8.0,18.0,7.1,8.5,6.9,7.9,16,73,1.0,1.6,0.30,0.30,70,110,110,330
